Ride ID,Date & Time,City,Vehicle Type,Driver ID,Customer ID,Distance (km),Duration (min),Fare (INR),Payment Method,Ride Status,Revenue (INR),Driver Education Qualification,Customer Rating,Fare per KM (auto QC)
RX000196,03-Oct-2021 20:31,Bangalore,Auto,D0281,C04466,4.4,13,114.37,UPI,Completed,91.77,High School,3.5,25.99
RX000197,04-Oct-2021 12:10,Delhi,Bike,D0185,C03538,6.7,11,59.00,UPI,Completed,46.89,Graduate,4.5,8.81
RX000198,04-Oct-2021 13:47,Hyderabad,Bike,D0013,C04245,5.3,9,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX000199,04-Oct-2021 14:52,Delhi,SUV Premier,D0347,C05487,3,5,165.00,UPI,Completed,134.59,Post Graduate,4.5,55.00
RX000200,04-Oct-2021 17:17,Chennai,Mini,D0181,C01913,7.4,20,156.40,UPI,Completed,127.57,Graduate,5.0,21.14
RX000201,04-Oct-2021 17:23,Delhi,Bike,D0085,C01786,8.2,15,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX000202,04-Oct-2021 18:14,Kolkata,Mini,D0114,C04173,3.4,11,123.34,UPI,Completed,99.44,Diploma,4.0,36.28
RX000203,04-Oct-2021 19:29,Delhi,Bike,D0208,C04196,11.8,26,129.29,UPI,Completed,105.22,Graduate,4.0,10.96
RX000204,05-Oct-2021 05:50,Chennai,Auto,D0218,C05862,4.4,11,76.20,UPI,Completed,59.53,High School,4.5,17.32
RX000205,05-Oct-2021 11:01,Delhi,Sedan,D0048,C03873,4.2,10,138.80,UPI,Completed,111.36,High School,3.5,33.05
RX000206,05-Oct-2021 17:34,Delhi,Bike,D0068,C01791,3,6,38.00,Wallet,Completed,29.73,Diploma,5.0,12.67
RX000207,05-Oct-2021 17:43,Mumbai,Auto,D0020,C04311,4.1,11,73.80,Card,Completed,58.87,Diploma,3.5,18.00
RX000208,05-Oct-2021 20:46,Pune,Bike,D0295,C03763,9.4,18,85.88,UPI,Completed,69.22,Graduate,4.0,9.14
RX000209,05-Oct-2021 21:14,Ahmedabad,Mini,D0390,C00153,2.8,7,86.30,UPI,Completed,67.99,Graduate,4.5,30.82
RX000210,06-Oct-2021 01:12,Pune,Sedan,D0040,C02439,4.5,11,145.00,UPI,Completed,114.05,Graduate,5.0,32.22
RX000211,06-Oct-2021 07:13,Mumbai,Sedan,D0107,C05273,4.4,9,139.60,Card,Completed,113.85,Diploma,4.5,31.73
RX000212,06-Oct-2021 12:09,Bangalore,Auto,D0097,C05574,2.5,6,56.00,Card,Completed,44.56,Diploma,3.5,22.40
RX000213,06-Oct-2021 17:19,Hyderabad,Bike,D0350,C05066,9.6,17,76.50,UPI,Completed,59.70,High School,4.5,7.97
RX000214,06-Oct-2021 17:29,Delhi,SUV Premier,D0229,C00209,2.7,7,165.00,UPI,Completed,131.67,Diploma,4.0,61.11
RX000215,06-Oct-2021 20:15,Bangalore,Mini,D0286,C05982,7.7,20,248.24,Card,Completed,202.46,Diploma,5.0,32.24
RX000216,06-Oct-2021 23:03,Mumbai,Auto,D0289,C03698,5.4,12,85.20,Cash,Completed,67.77,Diploma,4.0,15.78
RX000217,06-Oct-2021 23:21,Mumbai,Mini,D0081,C04238,1.9,4,71.90,UPI,Completed,57.42,Graduate,4.0,37.84
RX000218,07-Oct-2021 06:04,Ahmedabad,Auto,D0396,C03465,8.5,21,119.00,UPI,Completed,95.15,Diploma,4.5,14.00
RX000219,07-Oct-2021 06:46,Mumbai,Bike,D0162,C05228,9.2,21,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX000220,07-Oct-2021 08:36,Ahmedabad,Bike,D0060,C05013,1.8,3,35.58,Cash,Completed,29.12,High School,5.0,19.77
RX000221,07-Oct-2021 09:44,Delhi,Mini,D0291,C00426,4.2,11,126.01,Cash,Completed,100.21,Graduate,4.5,30.00
RX000222,07-Oct-2021 10:52,Kolkata,Auto,D0092,C00643,8.4,33,130.20,UPI,Completed,103.57,Graduate,4.0,15.50
RX000223,07-Oct-2021 12:47,Delhi,Bike,D0327,C01668,4.4,8,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX000224,07-Oct-2021 16:13,Bangalore,Mini,D0352,C00388,3.9,10,102.90,UPI,Completed,81.51,High School,5.0,26.38
RX000225,07-Oct-2021 18:16,Kolkata,Auto,D0120,C02263,5.8,18,110.79,UPI,Completed,89.49,Diploma,4.5,19.10
RX000226,07-Oct-2021 21:32,Pune,Mini,D0222,C05333,6.8,16,143.80,UPI,Completed,113.04,Diploma,5.0,21.15
RX000227,07-Oct-2021 21:48,Delhi,Sedan,D0102,C02279,5.5,13,163.00,UPI,Completed,128.17,Graduate,5.0,29.64
RX000228,08-Oct-2021 07:07,Chennai,Sedan,D0372,C01316,1.9,4,94.60,Card,Completed,76.45,High School,4.5,49.79
RX000229,08-Oct-2021 07:20,Hyderabad,Auto,D0088,C04648,6.2,17,96.60,Cash,Completed,78.13,Diploma,3.5,15.58
RX000230,08-Oct-2021 10:17,Delhi,Auto,D0162,C02132,4.5,14,80.00,UPI,Completed,64.36,Graduate,4.0,17.78
RX000231,08-Oct-2021 11:48,Kolkata,Auto,D0090,C03239,4.6,17,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX000232,08-Oct-2021 11:49,Delhi,Auto,D0069,C02596,3.6,8,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX000233,08-Oct-2021 13:24,Mumbai,Sedan,D0164,C04479,3.3,9,124.20,Wallet,Completed,101.81,High School,4.5,37.64
RX000234,08-Oct-2021 14:56,Ahmedabad,Auto,D0158,C04766,6.5,19,101.00,UPI,Completed,81.84,Graduate,4.5,15.54
RX000235,08-Oct-2021 15:32,Mumbai,Auto,D0368,C02716,2.8,8,60.40,Card,Completed,48.58,Graduate,4.5,21.57
RX000236,08-Oct-2021 17:17,Bangalore,Bike,D0186,C00186,3.5,8,41.50,UPI,Completed,32.97,Graduate,3.5,11.86
RX000237,08-Oct-2021 18:28,Chennai,Bike,D0096,C00143,8.5,19,25.00,Card,No Show,25.00,Diploma,,2.94
RX000238,08-Oct-2021 18:43,Pune,Mini,D0244,C03048,5.9,15,151.51,UPI,Completed,118.88,Diploma,4.5,25.68
RX000239,08-Oct-2021 21:43,Pune,Auto,D0384,C02756,6,13,91.00,UPI,Completed,71.18,Diploma,5.0,15.17
RX000240,09-Oct-2021 12:13,Mumbai,Auto,D0158,C02532,5.2,14,85.60,Cash,Completed,67.80,Graduate,4.5,16.46
RX000241,09-Oct-2021 12:43,Ahmedabad,Sedan,D0090,C03026,5.1,13,157.40,UPI,Completed,126.81,Diploma,5.0,30.86
RX000242,09-Oct-2021 16:37,Hyderabad,Bike,D0383,C00349,3.8,7,0.00,UPI,No Show,0.00,Graduate,,0.00
RX000243,09-Oct-2021 17:19,Bangalore,Bike,D0302,C00728,7.5,17,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX000244,09-Oct-2021 17:34,Pune,Auto,D0113,C00749,9.1,28,130.80,UPI,Completed,103.95,Diploma,5.0,14.37
RX000245,09-Oct-2021 18:54,Hyderabad,SUV Premier,D0233,C05814,3.2,6,0.00,,Cancelled by Customer,0.00,Post Graduate,,0.00
RX000246,09-Oct-2021 19:04,Delhi,Sedan,D0291,C02806,4.9,11,171.67,UPI,Completed,140.17,Graduate,4.5,35.03
RX000247,10-Oct-2021 07:54,Mumbai,Auto,D0130,C03765,7.5,16,106.00,Cash,Completed,86.08,Diploma,5.0,14.13
RX000248,10-Oct-2021 08:22,Ahmedabad,Sedan,D0166,C00719,3.1,8,153.89,UPI,Completed,121.10,Diploma,4.5,49.64
RX000249,10-Oct-2021 11:05,Mumbai,Mini,D0275,C04979,9,19,172.50,Cash,Completed,140.91,Graduate,4.5,19.17
RX000250,10-Oct-2021 13:37,Chennai,SUV Premier,D0299,C03553,8.1,17,303.00,UPI,Completed,243.17,Graduate,4.0,37.41
RX000251,10-Oct-2021 14:48,Chennai,Bike,D0041,C04299,7.2,16,64.00,UPI,Completed,50.59,Diploma,4.5,8.89
RX000252,10-Oct-2021 20:06,Chennai,Bike,D0379,C00278,3.9,8,67.34,UPI,Completed,53.31,Diploma,5.0,17.27
RX000253,10-Oct-2021 22:04,Delhi,Auto,D0092,C02696,2.1,5,51.80,UPI,Completed,41.55,Graduate,5.0,24.67
RX000254,11-Oct-2021 04:42,Delhi,Auto,D0206,C00952,4.9,14,83.20,UPI,Completed,65.55,High School,5.0,16.98
RX000255,11-Oct-2021 06:55,Hyderabad,Auto,D0033,C02709,2.4,6,55.20,Cash,Completed,43.75,Diploma,5.0,23.00
RX000256,11-Oct-2021 08:40,Ahmedabad,Mini,D0281,C05335,3.4,9,107.20,Card,Completed,84.99,High School,4.0,31.53
RX000257,11-Oct-2021 10:21,Mumbai,Auto,D0237,C02036,8.2,20,115.60,UPI,Completed,91.53,Diploma,4.0,14.10
RX000258,11-Oct-2021 13:51,Bangalore,Mini,D0257,C04404,5,11,116.50,UPI,Completed,95.34,Graduate,4.5,23.30
RX000259,11-Oct-2021 17:13,Mumbai,Auto,D0042,C00418,3.1,8,62.80,UPI,Completed,50.79,Graduate,3.5,20.26
RX000260,11-Oct-2021 20:23,Bangalore,Auto,D0176,C05726,14.1,36,280.12,UPI,Completed,224.13,High School,4.0,19.87
RX000261,12-Oct-2021 09:31,Kolkata,Auto,D0358,C03845,10.1,37,182.19,UPI,Completed,142.99,Graduate,4.0,18.04
RX000262,12-Oct-2021 11:35,Mumbai,Mini,D0370,C03215,3.3,8,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX000263,12-Oct-2021 15:37,Hyderabad,Mini,D0380,C00455,3.9,8,99.90,UPI,Completed,79.66,Graduate,4.0,25.62
RX000264,12-Oct-2021 18:15,Ahmedabad,Bike,D0153,C02599,7.1,13,70.20,UPI,Completed,57.13,High School,4.5,9.89
RX000265,12-Oct-2021 21:31,Kolkata,Bike,D0183,C05966,4.9,15,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX000266,13-Oct-2021 08:04,Hyderabad,Sedan,D0167,C04252,3.2,8,167.81,Wallet,Completed,136.25,Graduate,3.5,52.44
RX000267,13-Oct-2021 14:49,Mumbai,Auto,D0130,C03138,3.9,10,71.20,UPI,Completed,55.91,Diploma,4.5,18.26
RX000268,13-Oct-2021 19:03,Chennai,Sedan,D0025,C02424,10.4,26,341.03,UPI,Completed,274.53,Graduate,4.5,32.79
RX000269,13-Oct-2021 19:16,Delhi,Auto,D0054,C02571,4.5,10,100.20,UPI,Completed,79.48,Graduate,4.5,22.27
RX000270,13-Oct-2021 20:21,Kolkata,SUV Premier,D0355,C03980,2.6,9,249.42,Card,Completed,195.93,Diploma,5.0,95.93
RX000271,13-Oct-2021 21:30,Pune,Sedan,D0163,C00347,2.6,6,108.40,UPI,Completed,84.71,High School,5.0,41.69
RX000272,13-Oct-2021 23:49,Hyderabad,Auto,D0081,C01969,1.9,5,25.00,Cash,No Show,25.00,Graduate,,13.16
RX000273,14-Oct-2021 08:06,Pune,Bike,D0355,C00838,5.2,10,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX000274,14-Oct-2021 09:40,Pune,Auto,D0393,C01645,7.4,20,151.96,Cash,Completed,119.09,Diploma,5.0,20.54
RX000275,14-Oct-2021 11:09,Ahmedabad,Auto,D0349,C02347,4.3,10,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX000276,14-Oct-2021 15:30,Kolkata,Auto,D0212,C02353,5,20,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX000277,14-Oct-2021 17:28,Bangalore,Auto,D0209,C05350,3.6,8,66.80,Card,Completed,54.47,High School,5.0,18.56
RX000278,14-Oct-2021 18:31,Mumbai,Bike,D0334,C05407,11.8,23,119.01,UPI,Completed,94.69,Graduate,3.0,10.09
RX000279,14-Oct-2021 19:51,Ahmedabad,Sedan,D0067,C04450,6.8,16,226.09,UPI,Completed,177.74,Diploma,3.5,33.25
RX000280,15-Oct-2021 12:32,Hyderabad,Mini,D0122,C00670,3.8,9,100.30,UPI,Completed,79.95,Diploma,5.0,26.39
RX000281,15-Oct-2021 15:54,Bangalore,Mini,D0004,C01661,4.4,10,108.40,Cash,Completed,88.78,Graduate,4.0,24.64
RX000282,15-Oct-2021 16:01,Mumbai,SUV Premier,D0358,C00296,1.7,3,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX000283,15-Oct-2021 16:19,Kolkata,SUV Premier,D0316,C00791,6,20,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX000284,15-Oct-2021 16:50,Mumbai,Mini,D0201,C03009,5.8,16,132.80,Wallet,Completed,104.79,Graduate,4.5,22.90
RX000285,15-Oct-2021 17:03,Hyderabad,SUV Premier,D0226,C03691,2.4,6,156.00,UPI,Completed,122.44,Graduate,5.0,65.00
RX000286,15-Oct-2021 17:20,Hyderabad,Auto,D0267,C04137,3.4,9,66.20,Wallet,Completed,52.62,High School,4.5,19.47
RX000287,15-Oct-2021 18:17,Mumbai,SUV Premier,D0094,C00577,14.9,32,707.01,UPI,Completed,565.98,Diploma,4.5,47.45
RX000288,15-Oct-2021 18:47,Mumbai,Bike,D0164,C05932,10.8,24,117.67,UPI,Completed,95.47,High School,4.5,10.90
RX000289,15-Oct-2021 20:08,Mumbai,Mini,D0338,C05755,2.9,8,131.34,UPI,Completed,107.12,Graduate,4.5,45.29
RX000290,15-Oct-2021 20:44,Hyderabad,Mini,D0202,C05773,7.8,22,233.49,Cash,Completed,187.78,Post Graduate,5.0,29.93
RX000291,15-Oct-2021 23:03,Delhi,Bike,D0221,C02249,7,13,61.50,UPI,Completed,49.45,Diploma,4.5,8.79
RX000292,16-Oct-2021 06:59,Hyderabad,Bike,D0074,C01375,4,6,43.00,UPI,Completed,34.13,High School,3.5,10.75
RX000293,16-Oct-2021 15:07,Delhi,Mini,D0296,C02351,2.7,6,83.70,Cash,Completed,65.64,Graduate,4.5,31.00
RX000294,16-Oct-2021 15:26,Bangalore,Bike,D0037,C04059,7.5,14,64.50,Wallet,Completed,52.33,High School,3.0,8.60
RX000295,16-Oct-2021 18:17,Delhi,Bike,D0172,C03369,2.8,6,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX000296,16-Oct-2021 18:24,Mumbai,Bike,D0327,C02125,8.2,14,0.00,,Cancelled by Customer,0.00,Graduate,,0.00
RX000297,16-Oct-2021 19:09,Mumbai,Auto,D0332,C02446,3,9,80.25,UPI,Completed,65.33,High School,5.0,26.75
RX000298,16-Oct-2021 19:55,Pune,Auto,D0209,C04901,7.5,21,170.68,Wallet,Completed,136.09,High School,4.0,22.76
RX000299,16-Oct-2021 20:31,Hyderabad,SUV Premier,D0374,C02396,8.8,23,491.68,UPI,Completed,398.08,Diploma,5.0,55.87
RX000300,16-Oct-2021 21:19,Hyderabad,Sedan,D0010,C02322,2.6,6,108.40,UPI,Completed,87.98,Diploma,5.0,41.69
RX000301,17-Oct-2021 06:39,Hyderabad,Bike,D0072,C05716,2.9,6,37.50,Card,Completed,30.13,Diploma,4.5,12.93
RX000302,17-Oct-2021 13:02,Delhi,Auto,D0066,C02622,6.3,16,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX000303,17-Oct-2021 13:40,Pune,Sedan,D0046,C04347,5.8,15,171.20,Cash,Completed,135.03,Graduate,4.5,29.52
RX000304,17-Oct-2021 13:56,Pune,Sedan,D0034,C00535,11,24,262.00,Cash,Completed,211.94,Diploma,4.0,23.82
RX000305,17-Oct-2021 14:46,Chennai,Bike,D0131,C04590,4.5,7,46.00,UPI,Completed,37.38,High School,5.0,10.22
RX000306,17-Oct-2021 16:01,Bangalore,Mini,D0159,C03270,1.2,3,62.70,Cash,Completed,50.04,Graduate,3.5,52.25
RX000307,17-Oct-2021 16:17,Delhi,Bike,D0131,C02573,7.8,18,68.00,UPI,Completed,54.89,High School,5.0,8.72
RX000308,17-Oct-2021 17:34,Pune,Mini,D0199,C02854,3.1,6,88.10,UPI,Completed,70.40,High School,4.5,28.42
RX000309,17-Oct-2021 20:04,Bangalore,Sedan,D0337,C04164,10.9,24,334.77,Cash,Completed,267.95,High School,4.5,30.71
RX000310,17-Oct-2021 21:04,Bangalore,Auto,D0198,C01736,7.4,22,111.20,Cash,Completed,90.50,Graduate,4.0,15.03
RX000311,18-Oct-2021 02:39,Hyderabad,Auto,D0019,C03374,3.5,10,68.00,Card,Completed,55.16,Graduate,5.0,19.43
RX000312,18-Oct-2021 08:14,Chennai,Mini,D0374,C04553,1.4,4,85.82,UPI,Completed,67.82,Diploma,4.5,61.30
RX000313,18-Oct-2021 09:05,Kolkata,Auto,D0376,C02972,2.8,9,75.39,UPI,Completed,59.57,High School,4.5,26.93
RX000314,18-Oct-2021 10:27,Chennai,SUV Premier,D0360,C02799,5.7,13,243.00,Cash,Completed,194.71,Diploma,4.5,42.63
RX000315,18-Oct-2021 12:54,Ahmedabad,SUV Premier,D0380,C05673,5.5,10,230.00,Wallet,Completed,187.45,Graduate,4.0,41.82
RX000316,18-Oct-2021 17:31,Kolkata,Mini,D0022,C01885,5.7,21,139.20,Cash,Completed,112.74,Diploma,4.0,24.42
RX000317,18-Oct-2021 18:04,Ahmedabad,Sedan,D0280,C02207,5,10,172.59,Cash,Completed,135.22,Graduate,4.5,34.52
RX000318,19-Oct-2021 06:20,Ahmedabad,Mini,D0384,C01565,3.6,8,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX000319,19-Oct-2021 08:16,Hyderabad,Bike,D0030,C03467,5.4,9,56.70,Cash,Completed,46.28,Graduate,3.5,10.50
RX000320,19-Oct-2021 08:35,Delhi,Mini,D0244,C01007,2,6,113.23,Card,Completed,89.11,Diploma,3.5,56.62
RX000321,19-Oct-2021 09:47,Delhi,Mini,D0201,C04217,3.7,10,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX000322,19-Oct-2021 13:57,Chennai,Auto,D0151,C03625,3.6,9,67.80,Card,Completed,52.97,Graduate,4.5,18.83
RX000323,19-Oct-2021 18:08,Delhi,Mini,D0086,C01461,8.3,19,254.91,Card,Completed,199.89,High School,4.5,30.71
RX000324,20-Oct-2021 08:02,Delhi,Auto,D0189,C00132,9.7,22,174.80,Cash,Completed,141.14,Graduate,5.0,18.02
RX000325,20-Oct-2021 08:07,Mumbai,Bike,D0303,C02455,2.6,5,53.55,UPI,Completed,43.36,Diploma,4.5,20.60
RX000326,20-Oct-2021 08:18,Hyderabad,Auto,D0356,C00570,17.6,40,303.00,Cash,Completed,242.50,Diploma,4.0,17.22
RX000327,20-Oct-2021 08:45,Bangalore,Auto,D0189,C00662,6.7,20,152.42,Wallet,Completed,120.35,Graduate,4.5,22.75
RX000328,20-Oct-2021 12:29,Mumbai,Mini,D0044,C04805,8.3,17,161.80,Cash,Completed,130.10,Diploma,4.5,19.49
RX000329,20-Oct-2021 14:31,Bangalore,Sedan,D0361,C03368,8.1,19,0.00,,Cancelled by Customer,0.00,Post Graduate,,0.00
RX000330,20-Oct-2021 14:57,Delhi,SUV Premier,D0050,C05020,15.7,38,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX000331,20-Oct-2021 17:12,Bangalore,Bike,D0387,C04279,5.8,10,54.00,Card,Completed,43.68,Graduate,4.5,9.31
RX000332,20-Oct-2021 18:04,Delhi,Auto,D0127,C01161,4.6,12,103.05,Cash,Completed,83.06,Diploma,5.0,22.40
RX000333,20-Oct-2021 19:15,Bangalore,Sedan,D0195,C03328,4.3,11,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX000334,21-Oct-2021 06:48,Hyderabad,Mini,D0165,C00148,4.3,10,107.30,UPI,Completed,86.59,Diploma,4.5,24.95
RX000335,21-Oct-2021 08:15,Ahmedabad,Auto,D0085,C03203,4.1,10,109.58,Card,Completed,87.19,High School,5.0,26.73
RX000336,21-Oct-2021 08:36,Mumbai,Auto,D0383,C02229,15.3,38,222.91,UPI,Completed,175.38,Graduate,3.5,14.57
RX000337,21-Oct-2021 09:09,Bangalore,Bike,D0191,C05266,5.2,9,75.55,Card,Completed,59.65,Post Graduate,4.0,14.53
RX000338,21-Oct-2021 09:12,Ahmedabad,Mini,D0088,C00542,5.1,13,0.00,Card,No Show,0.00,Diploma,,0.00
RX000339,21-Oct-2021 11:24,Hyderabad,Auto,D0175,C02197,4.1,10,72.80,UPI,Completed,58.70,High School,4.5,17.76
RX000340,21-Oct-2021 12:09,Kolkata,Mini,D0296,C01183,6.2,20,143.20,Card,Completed,115.86,Graduate,4.5,23.10
RX000341,21-Oct-2021 12:16,Ahmedabad,Mini,D0090,C00687,10.4,21,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX000342,21-Oct-2021 14:58,Hyderabad,Auto,D0027,C03795,5.3,14,0.00,Card,No Show,0.00,Diploma,,0.00
RX000343,21-Oct-2021 17:49,Bangalore,Sedan,D0009,C05949,3.6,9,264.66,UPI,Completed,216.55,High School,3.5,73.52
RX000344,21-Oct-2021 18:29,Ahmedabad,Mini,D0172,C02713,6.2,17,176.96,Cash,Completed,142.19,Diploma,4.5,28.54
RX000345,21-Oct-2021 19:29,Hyderabad,Bike,D0366,C01665,2.2,4,36.46,UPI,Completed,28.52,Diploma,5.0,16.57
RX000346,21-Oct-2021 19:40,Chennai,Bike,D0370,C05061,8.5,17,96.30,Card,Completed,78.08,Graduate,4.5,11.33
RX000347,21-Oct-2021 20:41,Hyderabad,Sedan,D0174,C02439,23,46,677.70,UPI,Completed,539.01,Post Graduate,5.0,29.47
RX000348,21-Oct-2021 22:11,Ahmedabad,Sedan,D0316,C01061,8.8,22,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX000349,22-Oct-2021 04:37,Hyderabad,Sedan,D0271,C02997,10.8,28,267.20,Cash,Completed,212.98,High School,3.5,24.74
RX000350,22-Oct-2021 07:57,Bangalore,Sedan,D0010,C01596,5.4,13,161.60,Wallet,Completed,128.72,Diploma,4.5,29.93
RX000351,22-Oct-2021 12:47,Delhi,Sedan,D0380,C00178,6.3,14,176.20,UPI,Completed,142.22,Graduate,4.5,27.97
RX000352,22-Oct-2021 13:01,Pune,Auto,D0173,C00181,4.6,11,77.80,UPI,Completed,61.36,High School,5.0,16.91
RX000353,22-Oct-2021 19:03,Kolkata,Sedan,D0322,C05638,4,13,224.81,UPI,Completed,181.23,Diploma,4.5,56.20
RX000354,22-Oct-2021 22:49,Bangalore,Auto,D0110,C03871,5.5,16,90.00,UPI,Completed,72.63,Graduate,4.5,16.36
RX000355,23-Oct-2021 01:19,Ahmedabad,Mini,D0400,C02992,4.1,9,103.60,Card,Completed,81.38,Diploma,4.5,25.27
RX000356,23-Oct-2021 09:14,Delhi,Mini,D0129,C01943,7.2,21,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX000357,23-Oct-2021 09:49,Ahmedabad,SUV Premier,D0251,C02365,3.8,10,275.04,UPI,Completed,221.16,Graduate,4.0,72.38
RX000358,23-Oct-2021 10:52,Mumbai,Bike,D0093,C05097,4.3,8,45.50,UPI,Completed,36.78,Diploma,4.5,10.58
RX000359,23-Oct-2021 16:22,Mumbai,Auto,D0392,C01304,2.8,6,58.40,Wallet,Completed,47.42,High School,4.0,20.86
RX000360,23-Oct-2021 16:49,Delhi,SUV Premier,D0204,C03282,5.3,13,235.00,Cash,Completed,187.15,High School,4.0,44.34
RX000361,23-Oct-2021 20:28,Bangalore,Mini,D0365,C04955,4,11,141.11,UPI,Completed,110.45,Graduate,4.5,35.28
RX000362,23-Oct-2021 23:16,Mumbai,SUV Premier,D0130,C05071,3.4,9,185.00,UPI,Completed,144.33,Diploma,4.5,54.41
RX000363,24-Oct-2021 09:25,Hyderabad,Auto,D0160,C05692,1.5,4,66.99,Cash,Completed,54.11,Graduate,4.0,44.66
RX000364,24-Oct-2021 10:30,Mumbai,Mini,D0045,C05668,1.8,5,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX000365,24-Oct-2021 13:02,Hyderabad,Sedan,D0385,C01967,6.8,14,183.20,Card,Completed,145.55,Diploma,4.5,26.94
RX000366,24-Oct-2021 18:13,Delhi,Auto,D0348,C03598,4.8,13,124.55,UPI,Completed,98.51,High School,3.0,25.95
RX000367,24-Oct-2021 18:56,Ahmedabad,Mini,D0341,C04200,7.7,22,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX000368,24-Oct-2021 19:02,Hyderabad,SUV Premier,D0007,C04615,2.8,7,369.29,UPI,Completed,297.60,Graduate,4.5,131.89
RX000369,24-Oct-2021 19:57,Ahmedabad,Sedan,D0400,C04853,5.2,13,235.91,UPI,Completed,186.82,Diploma,5.0,45.37
RX000370,24-Oct-2021 20:46,Ahmedabad,Auto,D0393,C00875,4.9,15,97.21,Cash,Completed,79.61,Diploma,5.0,19.84
RX000371,24-Oct-2021 21:15,Delhi,Auto,D0108,C02917,9.4,24,129.20,Cash,Completed,101.03,High School,4.5,13.74
RX000372,24-Oct-2021 23:01,Ahmedabad,Sedan,D0035,C05275,2.3,6,104.20,Wallet,Completed,84.95,Diploma,5.0,45.30
RX000373,25-Oct-2021 06:21,Kolkata,Bike,D0200,C01593,4.3,12,0.00,,Cancelled by Driver,0.00,Diploma,,0.00
RX000374,25-Oct-2021 08:09,Ahmedabad,Bike,D0298,C00271,3.5,7,54.36,Wallet,Completed,43.90,Graduate,4.0,15.53
RX000375,25-Oct-2021 09:15,Delhi,Mini,D0347,C04337,6.6,15,223.04,UPI,Completed,175.72,Post Graduate,4.5,33.79
RX000376,25-Oct-2021 09:17,Bangalore,Mini,D0302,C02030,9.2,26,0.00,,Cancelled by Customer,0.00,High School,,0.00
RX000377,25-Oct-2021 11:28,Pune,Mini,D0217,C00185,5.6,13,126.10,Card,Completed,101.20,High School,4.0,22.52
RX000378,25-Oct-2021 11:35,Mumbai,Mini,D0294,C04758,6.9,14,141.90,Wallet,Completed,115.26,High School,4.5,20.57
RX000379,25-Oct-2021 11:37,Bangalore,SUV Premier,D0249,C02702,8.8,20,326.00,Card,Completed,263.44,Diploma,3.5,37.05
RX000380,25-Oct-2021 12:00,Pune,SUV Premier,D0117,C00438,10.9,22,0.00,Wallet,No Show,0.00,Graduate,,0.00
RX000381,25-Oct-2021 13:00,Delhi,Mini,D0275,C04339,3.3,8,93.30,UPI,Completed,74.71,Graduate,5.0,28.27
RX000382,25-Oct-2021 15:32,Mumbai,SUV Premier,D0117,C04238,3.1,8,0.00,,Cancelled by Driver,0.00,Graduate,,0.00
RX000383,25-Oct-2021 17:46,Bangalore,Auto,D0229,C01507,7.1,20,106.80,UPI,Completed,86.79,Diploma,3.5,15.04
RX000384,25-Oct-2021 23:19,Mumbai,Bike,D0388,C01736,3.9,8,43.50,UPI,Completed,35.11,Post Graduate,4.5,11.15
RX000385,26-Oct-2021 00:55,Pune,Sedan,D0170,C00429,1.1,3,81.40,Card,Completed,65.56,Post Graduate,5.0,74.00
RX000386,26-Oct-2021 02:49,Delhi,Mini,D0384,C00464,2.8,8,87.80,Cash,Completed,71.37,Diploma,5.0,31.36
RX000387,26-Oct-2021 11:07,Bangalore,SUV Premier,D0334,C05390,6.7,17,275.00,UPI,Completed,215.58,Graduate,4.5,41.04
RX000388,26-Oct-2021 17:21,Kolkata,Sedan,D0232,C03495,7.6,27,220.40,UPI,Completed,176.16,Diploma,5.0,29.00
RX000389,26-Oct-2021 17:22,Kolkata,Mini,D0354,C03825,7.5,26,0.00,,Cancelled by Customer,0.00,Diploma,,0.00
RX000390,26-Oct-2021 18:11,Hyderabad,Sedan,D0348,C00040,6.4,13,0.00,,Cancelled by Driver,0.00,High School,,0.00
RX000391,26-Oct-2021 19:15,Delhi,Auto,D0134,C05844,8.2,22,179.99,Cash,Completed,142.72,Diploma,4.5,21.95
